Message Name,User ID,Sequence Number,UL Latency,Processing Time,Total Latency,Delay Budget
Offloaded Data,0,1,0.7850928755807881,5.617324075918189,6.465092875580788,100.0
Offloaded Data,1,1,1.3142000958803681,5.719336031519457,7.114200095880368,100.0
Offloaded Data,2,1,5.021562381609085,5.657324075918189,10.741562381609086,100.0
Offloaded Data,3,1,0.7321601538067767,5.478529756312559,6.4021601538067765,100.0
Offloaded Data,4,1,7.883750177438007,5.419179835610004,13.473750177438006,100.0
Offloaded Data,5,1,1.2406127533389348,5.6699195694235165,6.990612753338935,100.0
Offloaded Data,6,1,1.4312542669988493,5.421996229034582,7.0312542669988485,100.0
Offloaded Data,8,1,1.0053043870551668,5.78852975631256,6.985304387055168,100.0
Offloaded Data,9,1,6.199488699458964,5.381996229034582,11.759488699458965,100.0
Offloaded Data,10,1,0.7009268854998406,5.80640534234648,6.550926885499841,100.0
Offloaded Data,11,1,5.63954159628837,5.468529756312559,11.299541596288371,100.0
Offloaded Data,12,1,1.1011281197895118,5.498529756312559,6.791128119789512,100.0
Offloaded Data,13,1,22.623751458177352,5.842890649910818,28.57375145817735,100.0
Offloaded Data,14,1,0.3019388714454028,5.192218719092432,5.631938871445403,100.0
Offloaded Data,15,1,1.448554331277914,5.259919569423516,6.788554331277914,100.0
Offloaded Data,16,1,2.3284110448194735,5.098529756312559,7.6184110448194735,100.0
Offloaded Data,17,1,2.040524688441134,5.80730007511819,7.920524688441134,100.0
Offloaded Data,19,1,0.34762694800839694,5.83730007511819,6.257626948008397,100.0
Offloaded Data,20,1,0.28979704114074306,5.885053323258672,6.2797970411407436,100.0
Offloaded Data,21,1,0.16648257502902764,5.79732407591819,6.026482575029028,100.0
Offloaded Data,23,1,0.5128177164718511,5.787324075918189,6.3628177164718505,100.0
Offloaded Data,24,1,11.083433527505326,5.2550533232586725,16.443433527505327,100.0
Offloaded Data,25,1,3.275415423849315,5.6773240759181895,9.015415423849316,100.0
Offloaded Data,26,1,0.5973144888659074,5.299336031519457,5.9773144888659075,100.0
Offloaded Data,28,1,1.0778632827325156,5.579919569423517,6.737863282732516,100.0
Offloaded Data,29,1,0.17301662649749217,5.54642934314648,5.753016626497493,100.0
Offloaded Data,30,1,0.23422284559044584,5.360289004121204,5.704222845590445,100.0
Offloaded Data,31,1,11.392528757127995,5.730289004121204,17.232528757127994,100.0
Offloaded Data,33,1,4.385410127065669,5.572866649110818,10.075410127065668,100.0
Offloaded Data,34,1,3.2678948591395844,5.172866649110818,8.557894859139584,100.0
Offloaded Data,35,1,0.44586986134111434,5.672721466334622,6.1758698613411145,100.0
Offloaded Data,37,1,1.926997634018891,5.620289004121204,7.656997634018891,100.0
Offloaded Data,38,1,11.38399688022335,5.855053323258672,17.34399688022335,100.0
Offloaded Data,39,1,0.2844716180923201,5.72640534234648,6.05447161809232,100.0
Offloaded Data,40,1,0.26673641950716737,5.361996229034582,5.806736419507168,100.0
Offloaded Data,42,1,1.307817948009534,5.675053323258672,7.087817948009534,100.0
Offloaded Data,43,1,0.21088904671560713,5.212890649910818,5.5308890467156075,100.0
Offloaded Data,44,1,0.16090090491577477,5.6873000751181895,5.920900904915775,100.0
Offloaded Data,45,1,0.3451422381731557,5.665053323258672,6.115142238173156,100.0
Offloaded Data,46,1,0.2925454689228569,5.259179835610004,5.722545468922856,100.0
Offloaded Data,47,1,0.49689625902010975,5.2528666491108185,5.86689625902011,100.0
Offloaded Data,48,1,1.7338945532343237,5.392866649110818,7.243894553234323,100.0
Offloaded Data,0,2,0.8393256984198602,5.517324075918188,6.41932569841986,100.0
Offloaded Data,1,2,0.5193065868546,5.719336031519453,6.3193065868546,100.0
Offloaded Data,2,2,3.689215274594192,5.217324075918188,8.969215274594191,100.0
Offloaded Data,3,2,0.904867268361963,5.308529756312556,6.404867268361963,100.0
Offloaded Data,4,2,26.099492854411473,5.201996229034578,31.479492854411472,100.0
Offloaded Data,5,2,0.8160907574840429,5.259919569423513,6.156090757484042,100.0
Offloaded Data,6,2,1.5842484141576736,5.2319962290345785,6.994248414157674,100.0
Offloaded Data,8,2,0.7777570179888991,5.378529756312556,6.347757017988899,100.0
Offloaded Data,9,2,21.859616575962526,5.491996229034578,27.529616575962528,100.0
Offloaded Data,10,2,0.5649918378755522,5.5364053423464785,6.144991837875552,100.0
Offloaded Data,11,2,5.324612796373709,5.588529756312556,11.10461279637371,100.0
Offloaded Data,12,2,1.197582955501797,5.2385297563125555,6.627582955501797,100.0
Offloaded Data,13,2,14.767877799636867,5.812890649910818,20.687877799636865,100.0
Offloaded Data,14,2,0.30438737682460865,5.1622187190924285,5.604387376824609,100.0
Offloaded Data,15,2,1.1913866030526017,5.6899195694235125,6.961386603052601,100.0
Offloaded Data,16,2,2.623652016394648,5.388529756312556,8.20365201639465,100.0
Offloaded Data,17,2,1.436454874464466,5.607300075118186,7.116454874464466,100.0
Offloaded Data,19,2,0.38682972712787717,5.347300075118186,5.8068297271278775,100.0
Offloaded Data,20,2,0.2988286614340132,5.755053323258669,6.158828661434014,100.0
Offloaded Data,21,2,0.15981710569483007,5.917324075918188,6.13981710569483,100.0
Offloaded Data,23,2,0.48161941200142316,5.717324075918188,6.261619412001424,100.0
Offloaded Data,24,2,15.860177685499886,5.805053323258669,21.770177685499885,100.0
Offloaded Data,25,2,21.9660139469029,5.867324075918187,27.8960139469029,100.0
Offloaded Data,27,2,8.164212050492866,5.27642934314648,13.474212050492866,100.0
Offloaded Data,29,2,0.18640091459451105,5.88642934314648,6.106400914594511,100.0
Offloaded Data,30,2,0.25914600927511,5.2402890041212,5.6091460092751095,100.0
Offloaded Data,31,2,8.225296538309571,5.4702890041212004,13.805296538309571,100.0
Offloaded Data,32,2,23.587488207008878,5.897300075118186,29.557488207008877,100.0
Offloaded Data,33,2,3.4306299323222973,5.5528666491108165,9.100629932322297,100.0
Offloaded Data,34,2,4.607802161563293,5.662866649110817,10.387802161563291,100.0
Offloaded Data,35,2,0.45468414207484187,5.4527214663346175,5.964684142074842,100.0
Offloaded Data,37,2,1.4336596609992347,5.7702890041212,7.313659660999234,100.0
Offloaded Data,38,2,11.016026105663054,5.185053323258669,16.306026105663054,100.0
Offloaded Data,39,2,0.3126533916738071,5.776405342346479,6.1326533916738075,100.0
